01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2009,Braga,Município,Total,,, pessoas,,9570.1
2009,Bragança,Município,25-34,,, pessoas,,492.8
2009,Bragança,Município,35-44,,, pessoas,,301.7
2009,Bragança,Município,45-54,,, pessoas,,254.0
2009,Bragança,Município,55 ou mais anos,,, pessoas,,199.8
2009,Bragança,Município,Menos de 25 anos,,, pessoas,,271.0
2009,Bragança,Município,Total,,, pessoas,,1519.3
2009,Cabeceiras de Basto,Município,25-34,,, pessoas,,279.3
2009,Cabeceiras de Basto,Município,35-44,,, pessoas,,244.8
2009,Cabeceiras de Basto,Município,45-54,,, pessoas,,249.3
2009,Cabeceiras de Basto,Município,55 ou mais anos,,, pessoas,,146.3
2009,Cabeceiras de Basto,Município,Menos de 25 anos,,, pessoas,,200.3
2009,Cabeceiras de Basto,Município,Total,,, pessoas,,1120.1
2009,Cadaval,Município,25-34,,, pessoas,,117.3
2009,Cadaval,Município,35-44,,, pessoas,,126.5
2009,Cadaval,Município,45-54,,, pessoas,,107.0
2009,Cadaval,Município,55 ou mais anos,,, pessoas,,81.7
2009,Cadaval,Município,Menos de 25 anos,,, pessoas,,75.9
2009,Cadaval,Município,Total,,, pessoas,,508.3
2009,Caldas da Rainha,Município,25-34,,, pessoas,,638.3
2009,Caldas da Rainha,Município,35-44,,, pessoas,,568.3
2009,Caldas da Rainha,Município,45-54,,, pessoas,,549.4
2009,Caldas da Rainha,Município,55 ou mais anos,,, pessoas,,396.2
2009,Caldas da Rainha,Município,Menos de 25 anos,,, pessoas,,327.0
2009,Caldas da Rainha,Município,Total,,, pessoas,,2479.1
2009,Calheta [R.A.A.],Município,25-34,,, pessoas,x,
2009,Calheta [R.A.A.],Município,35-44,,, pessoas,x,
2009,Calheta [R.A.A.],Município,45-54,,, pessoas,x,
2009,Calheta [R.A.A.],Município,55 ou mais anos,,, pessoas,x,
2009,Calheta [R.A.A.],Município,Menos de 25 anos,,, pessoas,x,
2009,Calheta [R.A.A.],Município,Total,,, pessoas,x,
2009,Calheta [R.A.M.],Município,25-34,,, pessoas,x,
2009,Calheta [R.A.M.],Município,35-44,,, pessoas,x,
2009,Calheta [R.A.M.],Município,45-54,,, pessoas,x,
2009,Calheta [R.A.M.],Município,55 ou mais anos,,, pessoas,x,
2009,Calheta [R.A.M.],Município,Menos de 25 anos,,, pessoas,x,
2009,Calheta [R.A.M.],Município,Total,,, pessoas,x,
2009,Câmara de Lobos,Município,25-34,,, pessoas,x,
2009,Câmara de Lobos,Município,35-44,,, pessoas,x,
2009,Câmara de Lobos,Município,45-54,,, pessoas,x,
2009,Câmara de Lobos,Município,55 ou mais anos,,, pessoas,x,
2009,Câmara de Lobos,Município,Menos de 25 anos,,, pessoas,x,
2009,Câmara de Lobos,Município,Total,,, pessoas,x,
2009,Caminha,Município,25-34,,, pessoas,,153.9
2009,Caminha,Município,35-44,,, pessoas,,115.8
2009,Caminha,Município,45-54,,, pessoas,,128.7
2009,Caminha,Município,55 ou mais anos,,, pessoas,,108.9
2009,Caminha,Município,Menos de 25 anos,,, pessoas,,77.0
2009,Caminha,Município,Total,,, pessoas,,584.3
2009,Campo Maior,Município,25-34,,, pessoas,,107.3
2009,Campo Maior,Município,35-44,,, pessoas,,74.1
2009,Campo Maior,Município,45-54,,, pessoas,,54.0
2009,Campo Maior,Município,55 ou mais anos,,, pessoas,,53.8
2009,Campo Maior,Município,Menos de 25 anos,,, pessoas,,94.1
2009,Campo Maior,Município,Total,,, pessoas,,383.2
2009,Cantanhede,Município,25-34,,, pessoas,,345.3
2009,Cantanhede,Município,35-44,,, pessoas,,217.0
2009,Cantanhede,Município,45-54,,, pessoas,,237.5
2009,Cantanhede,Município,55 ou mais anos,,, pessoas,,231.0
2009,Cantanhede,Município,Menos de 25 anos,,, pessoas,,180.1
2009,Cantanhede,Município,Total,,, pessoas,,1210.9
2009,Carrazeda de Ansiães,Município,25-34,,, pessoas,,60.6
2009,Carrazeda de Ansiães,Município,35-44,,, pessoas,,47.0
2009,Carrazeda de Ansiães,Município,45-54,,, pessoas,,56.3
2009,Carrazeda de Ansiães,Município,55 ou mais anos,,, pessoas,,36.9
2009,Carrazeda de Ansiães,Município,Menos de 25 anos,,, pessoas,,36.1
2009,Carrazeda de Ansiães,Município,Total,,, pessoas,,236.8
2009,Carregal do Sal,Município,25-34,,, pessoas,,82.8
2009,Carregal do Sal,Município,35-44,,, pessoas,,90.6
2009,Carregal do Sal,Município,45-54,,, pessoas,,68.3
2009,Carregal do Sal,Município,55 ou mais anos,,, pessoas,,80.3
2009,Carregal do Sal,Município,Menos de 25 anos,,, pessoas,,64.0
2009,Carregal do Sal,Município,Total,,, pessoas,,386.0
2009,Cartaxo,Município,25-34,,, pessoas,,238.4
2009,Cartaxo,Município,35-44,,, pessoas,,181.0
2009,Cartaxo,Município,45-54,,, pessoas,,209.4
2009,Cartaxo,Município,55 ou mais anos,,, pessoas,,203.3
2009,Cartaxo,Município,Menos de 25 anos,,, pessoas,,107.6
2009,Cartaxo,Município,Total,,, pessoas,,939.8
2009,Cascais,Município,25-34,,, pessoas,,1722.5
2009,Cascais,Município,35-44,,, pessoas,,1785.6
2009,Cascais,Município,45-54,,, pessoas,,1729.9
2009,Cascais,Município,55 ou mais anos,,, pessoas,,1504.1
2009,Cascais,Município,Menos de 25 anos,,, pessoas,,722.0
2009,Cascais,Município,Total,,, pessoas,,7464.1
2009,Castanheira de Pêra,Município,25-34,,, pessoas,,33.3
2009,Castanheira de Pêra,Município,35-44,,, pessoas,,34.9
2009,Castanheira de Pêra,Município,45-54,,, pessoas,,39.4
2009,Castanheira de Pêra,Município,55 ou mais anos,,, pessoas,,52.2
2009,Castanheira de Pêra,Município,Menos de 25 anos,,, pessoas,,27.3
2009,Castanheira de Pêra,Município,Total,,, pessoas,,187.0
2009,Castelo Branco,Município,25-34,,, pessoas,,680.9
2009,Castelo Branco,Município,35-44,,, pessoas,,571.1
2009,Castelo Branco,Município,45-54,,, pessoas,,511.3
2009,Castelo Branco,Município,55 ou mais anos,,, pessoas,,498.7
2009,Castelo Branco,Município,Menos de 25 anos,,, pessoas,,392.8
2009,Castelo Branco,Município,Total,,, pessoas,,2654.8
2009,Castelo de Paiva,Município,25-34,,, pessoas,,213.6
2009,Castelo de Paiva,Município,35-44,,, pessoas,,339.8
2009,Castelo de Paiva,Município,45-54,,, pessoas,,351.3
2009,Castelo de Paiva,Município,55 ou mais anos,,, pessoas,,232.8
2009,Castelo de Paiva,Município,Menos de 25 anos,,, pessoas,,186.1
2009,Castelo de Paiva,Município,Total,,, pessoas,,1323.5
2009,Castelo de Vide,Município,25-34,,, pessoas,,27.2
2009,Castelo de Vide,Município,35-44,,, pessoas,,22.1
2009,Castelo de Vide,Município,45-54,,, pessoas,,13.8
2009,Castelo de Vide,Município,55 ou mais anos,,, pessoas,,19.8
2009,Castelo de Vide,Município,Menos de 25 anos,,, pessoas,,30.0
2009,Castelo de Vide,Município,Total,,, pessoas,,112.8
2009,Castro Daire,Município,25-34,,, pessoas,,108.3
2009,Castro Daire,Município,35-44,,, pessoas,,99.3
2009,Castro Daire,Município,45-54,,, pessoas,,107.1
2009,Castro Daire,Município,55 ou mais anos,,, pessoas,,123.0
2009,Castro Daire,Município,Menos de 25 anos,,, pessoas,,60.3
2009,Castro Daire,Município,Total,,, pessoas,,498.1
2009,Castro Marim,Município,25-34,,, pessoas,,51.7
2009,Castro Marim,Município,35-44,,, pessoas,,50.0
2009,Castro Marim,Município,45-54,,, pessoas,,52.0
2009,Castro Marim,Município,55 ou mais anos,,, pessoas,,34.3
2009,Castro Marim,Município,Menos de 25 anos,,, pessoas,,32.8
2009,Castro Marim,Município,Total,,, pessoas,,220.8
2009,Castro Verde,Município,25-34,,, pessoas,,61.1
2009,Castro Verde,Município,35-44,,, pessoas,,56.5
2009,Castro Verde,Município,45-54,,, pessoas,,65.3
2009,Castro Verde,Município,55 ou mais anos,,, pessoas,,67.3
2009,Castro Verde,Município,Menos de 25 anos,,, pessoas,,51.8
2009,Castro Verde,Município,Total,,, pessoas,,302.1
2009,Celorico da Beira,Município,25-34,,, pessoas,,70.7
2009,Celorico da Beira,Município,35-44,,, pessoas,,42.1
2009,Celorico da Beira,Município,45-54,,, pessoas,,53.2
2009,Celorico da Beira,Município,55 ou mais anos,,, pessoas,,54.0
2009,Celorico da Beira,Município,Menos de 25 anos,,, pessoas,,44.5
2009,Celorico da Beira,Município,Total,,, pessoas,,264.4
2009,Celorico de Basto,Município,25-34,,, pessoas,,314.3
2009,Celorico de Basto,Município,35-44,,, pessoas,,307.4
2009,Celorico de Basto,Município,45-54,,, pessoas,,327.0
2009,Celorico de Basto,Município,55 ou mais anos,,, pessoas,,173.7
2009,Celorico de Basto,Município,Menos de 25 anos,,, pessoas,,227.3
2009,Celorico de Basto,Município,Total,,, pessoas,,1349.8
2009,Chamusca,Município,25-34,,, pessoas,,102.8
2009,Chamusca,Município,35-44,,, pessoas,,78.6
2009,Chamusca,Município,45-54,,, pessoas,,101.7
2009,Chamusca,Município,55 ou mais anos,,, pessoas,,99.9
2009,Chamusca,Município,Menos de 25 anos,,, pessoas,,72.3
2009,Chamusca,Município,Total,,, pessoas,,455.2
2009,Chaves,Município,25-34,,, pessoas,,524.9
2009,Chaves,Município,35-44,,, pessoas,,420.3
2009,Chaves,Município,45-54,,, pessoas,,424.9
2009,Chaves,Município,55 ou mais anos,,, pessoas,,342.3
2009,Chaves,Município,Menos de 25 anos,,, pessoas,,329.8
2009,Chaves,Município,Total,,, pessoas,,2042.3
2009,Cinfães,Município,25-34,,, pessoas,,274.4
2009,Cinfães,Município,35-44,,, pessoas,,304.7
2009,Cinfães,Município,45-54,,, pessoas,,291.8
2009,Cinfães,Município,55 ou mais anos,,, pessoas,,255.1
2009,Cinfães,Município,Menos de 25 anos,,, pessoas,,152.3
2009,Cinfães,Município,Total,,, pessoas,,1278.3
2009,Coimbra,Município,25-34,,, pessoas,,1794.8
2009,Coimbra,Município,35-44,,, pessoas,,1132.6
2009,Coimbra,Município,45-54,,, pessoas,,1074.7
2009,Coimbra,Município,55 ou mais anos,,, pessoas,,895.0
2009,Coimbra,Município,Menos de 25 anos,,, pessoas,,806.3
2009,Coimbra,Município,Total,,, pessoas,,5703.4
2009,Condeixa-a-Nova,Município,25-34,,, pessoas,,129.3
2009,Condeixa-a-Nova,Município,35-44,,, pessoas,,105.4
2009,Condeixa-a-Nova,Município,45-54,,, pessoas,,74.5
2009,Condeixa-a-Nova,Município,55 ou mais anos,,, pessoas,,82.3
2009,Condeixa-a-Nova,Município,Menos de 25 anos,,, pessoas,,71.6
2009,Condeixa-a-Nova,Município,Total,,, pessoas,,463.0
2009,Constância,Município,25-34,,, pessoas,,46.7
2009,Constância,Município,35-44,,, pessoas,,32.9
2009,Constância,Município,45-54,,, pessoas,,33.0
2009,Constância,Município,55 ou mais anos,,, pessoas,,28.9
2009,Constância,Município,Menos de 25 anos,,, pessoas,,27.2
2009,Constância,Município,Total,,, pessoas,,168.7
2009,Coruche,Município,25-34,,, pessoas,,229.4
2009,Coruche,Município,35-44,,, pessoas,,218.4
2009,Coruche,Município,45-54,,, pessoas,,268.8
2009,Coruche,Município,55 ou mais anos,,, pessoas,,316.8
2009,Coruche,Município,Menos de 25 anos,,, pessoas,,126.8
2009,Coruche,Município,Total,,, pessoas,,1160.3
2009,Corvo,Município,25-34,,, pessoas,x,
2009,Corvo,Município,35-44,,, pessoas,x,
2009,Corvo,Município,45-54,,, pessoas,x,
2009,Corvo,Município,55 ou mais anos,,, pessoas,x,
2009,Corvo,Município,Menos de 25 anos,,, pessoas,x,
2009,Corvo,Município,Total,,, pessoas,x,
2009,Covilhã,Município,25-34,,, pessoas,,755.7
2009,Covilhã,Município,35-44,,, pessoas,,660.2
2009,Covilhã,Município,45-54,,, pessoas,,774.8
2009,Covilhã,Município,55 ou mais anos,,, pessoas,,759.1
2009,Covilhã,Município,Menos de 25 anos,,, pessoas,,445.4
2009,Covilhã,Município,Total,,, pessoas,,3395.2
2009,Crato,Município,25-34,,, pessoas,,41.3
2009,Crato,Município,35-44,,, pessoas,,23.0
2009,Crato,Município,45-54,,, pessoas,,31.2
2009,Crato,Município,55 ou mais anos,,, pessoas,,29.3
2009,Crato,Município,Menos de 25 anos,,, pessoas,,21.3
2009,Crato,Município,Total,,, pessoas,,146.0
2009,Cuba,Município,25-34,,, pessoas,,45.1
2009,Cuba,Município,35-44,,, pessoas,,50.2
2009,Cuba,Município,45-54,,, pessoas,,37.9
2009,Cuba,Município,55 ou mais anos,,, pessoas,,33.3
2009,Cuba,Município,Menos de 25 anos,,, pessoas,,27.4
2009,Cuba,Município,Total,,, pessoas,,193.8
2009,Elvas,Município,25-34,,, pessoas,,337.1
2009,Elvas,Município,35-44,,, pessoas,,270.5
2009,Elvas,Município,45-54,,, pessoas,,210.6
2009,Elvas,Município,55 ou mais anos,,, pessoas,,114.4
2009,Elvas,Município,Menos de 25 anos,,, pessoas,,272.8
2009,Elvas,Município,Total,,, pessoas,,1205.4
2009,Entroncamento,Município,25-34,,, pessoas,,227.3
2009,Entroncamento,Município,35-44,,, pessoas,,156.8
2009,Entroncamento,Município,45-54,,, pessoas,,101.8
2009,Entroncamento,Município,55 ou mais anos,,, pessoas,,88.4
2009,Entroncamento,Município,Menos de 25 anos,,, pessoas,,96.6
2009,Entroncamento,Município,Total,,, pessoas,,670.8
2009,Espinho,Município,25-34,,, pessoas,,640.8
2009,Espinho,Município,35-44,,, pessoas,,700.4
2009,Espinho,Município,45-54,,, pessoas,,756.8
2009,Espinho,Município,55 ou mais anos,,, pessoas,,574.8
2009,Espinho,Município,Menos de 25 anos,,, pessoas,,387.6
2009,Espinho,Município,Total,,, pessoas,,3060.3
2009,Esposende,Município,25-34,,, pessoas,,245.1
2009,Esposende,Município,35-44,,, pessoas,,250.8
2009,Esposende,Município,45-54,,, pessoas,,273.3
2009,Esposende,Município,55 ou mais anos,,, pessoas,,273.1
2009,Esposende,Município,Menos de 25 anos,,, pessoas,,147.2
2009,Esposende,Município,Total,,, pessoas,,1189.3
2009,Estarreja,Município,25-34,,, pessoas,,344.3
2009,Estarreja,Município,35-44,,, pessoas,,298.1
2009,Estarreja,Município,45-54,,, pessoas,,247.3
2009,Estarreja,Município,55 ou mais anos,,, pessoas,,202.2
2009,Estarreja,Município,Menos de 25 anos,,, pessoas,,222.8
2009,Estarreja,Município,Total,,, pessoas,,1314.6
2009,Estremoz,Município,25-34,,, pessoas,,109.3
2009,Estremoz,Município,35-44,,, pessoas,,110.3
2009,Estremoz,Município,45-54,,, pessoas,,91.5
2009,Estremoz,Município,55 ou mais anos,,, pessoas,,61.3
2009,Estremoz,Município,Menos de 25 anos,,, pessoas,,98.8
2009,Estremoz,Município,Total,,, pessoas,,471.2
2009,Évora,Município,25-34,,, pessoas,,754.1
2009,Évora,Município,35-44,,, pessoas,,542.3
2009,Évora,Município,45-54,,, pessoas,,442.9
2009,Évora,Município,55 ou mais anos,,, pessoas,,322.8
2009,Évora,Município,Menos de 25 anos,,, pessoas,,477.5
2009,Évora,Município,Total,,, pessoas,,2539.5
2009,Fafe,Município,25-34,,, pessoas,,639.4
2009,Fafe,Município,35-44,,, pessoas,,630.6
2009,Fafe,Município,45-54,,, pessoas,,949.8
2009,Fafe,Município,55 ou mais anos,,, pessoas,,892.0
2009,Fafe,Município,Menos de 25 anos,,, pessoas,,539.8
2009,Fafe,Município,Total,,, pessoas,,3651.6
2009,Faro,Município,25-34,,, pessoas,,764.6
2009,Faro,Município,35-44,,, pessoas,,529.7
2009,Faro,Município,45-54,,, pessoas,,466.8
2009,Faro,Município,55 ou mais anos,,, pessoas,,361.1
2009,Faro,Município,Menos de 25 anos,,, pessoas,,373.7
2009,Faro,Município,Total,,, pessoas,,2495.8
2009,Felgueiras,Município,25-34,,, pessoas,,651.3
2009,Felgueiras,Município,35-44,,, pessoas,,686.4
2009,Felgueiras,Município,45-54,,, pessoas,,989.2
2009,Felgueiras,Município,55 ou mais anos,,, pessoas,,778.3
2009,Felgueiras,Município,Menos de 25 anos,,, pessoas,,567.4
2009,Felgueiras,Município,Total,,, pessoas,,3672.7
2009,Ferreira do Alentejo,Município,25-34,,, pessoas,,92.9
2009,Ferreira do Alentejo,Município,35-44,,, pessoas,,66.6
2009,Ferreira do Alentejo,Município,45-54,,, pessoas,,66.6
2009,Ferreira do Alentejo,Município,55 ou mais anos,,, pessoas,,73.1
2009,Ferreira do Alentejo,Município,Menos de 25 anos,,, pessoas,,47.8
2009,Ferreira do Alentejo,Município,Total,,, pessoas,,346.9
2009,Ferreira do Zêzere,Município,25-34,,, pessoas,,56.4
2009,Ferreira do Zêzere,Município,35-44,,, pessoas,,33.8
2009,Ferreira do Zêzere,Município,45-54,,, pessoas,,37.8
2009,Ferreira do Zêzere,Município,55 ou mais anos,,, pessoas,,34.1
2009,Ferreira do Zêzere,Município,Menos de 25 anos,,, pessoas,,55.8
2009,Ferreira do Zêzere,Município,Total,,, pessoas,,217.9
2009,Figueira da Foz,Município,25-34,,, pessoas,,895.3
2009,Figueira da Foz,Município,35-44,,, pessoas,,648.1
2009,Figueira da Foz,Município,45-54,,, pessoas,,616.5
2009,Figueira da Foz,Município,55 ou mais anos,,, pessoas,,489.5
2009,Figueira da Foz,Município,Menos de 25 anos,,, pessoas,,461.8
2009,Figueira da Foz,Município,Total,,, pessoas,,3111.2
2009,Figueira de Castelo Rodrigo,Município,25-34,,, pessoas,,44.8
2009,Figueira de Castelo Rodrigo,Município,35-44,,, pessoas,,37.7
2009,Figueira de Castelo Rodrigo,Município,45-54,,, pessoas,,33.6
2009,Figueira de Castelo Rodrigo,Município,55 ou mais anos,,, pessoas,,32.0
2009,Figueira de Castelo Rodrigo,Município,Menos de 25 anos,,, pessoas,,33.4
2009,Figueira de Castelo Rodrigo,Município,Total,,, pessoas,,181.4
2009,Figueiró dos Vinhos,Município,25-34,,, pessoas,,63.3
2009,Figueiró dos Vinhos,Município,35-44,,, pessoas,,63.0
2009,Figueiró dos Vinhos,Município,45-54,,, pessoas,,80.2
2009,Figueiró dos Vinhos,Município,55 ou mais anos,,, pessoas,,68.8
2009,Figueiró dos Vinhos,Município,Menos de 25 anos,,, pessoas,,50.2
2009,Figueiró dos Vinhos,Município,Total,,, pessoas,,325.3
2009,Fornos de Algodres,Município,25-34,,, pessoas,,54.0
2009,Fornos de Algodres,Município,35-44,,, pessoas,,41.7
2009,Fornos de Algodres,Município,45-54,,, pessoas,,70.1
2009,Fornos de Algodres,Município,55 ou mais anos,,, pessoas,,42.1
2009,Fornos de Algodres,Município,Menos de 25 anos,,, pessoas,,29.3
2009,Fornos de Algodres,Município,Total,,, pessoas,,237.1
2009,Freixo de Espada à Cinta,Município,25-34,,, pessoas,,56.5
2009,Freixo de Espada à Cinta,Município,35-44,,, pessoas,,42.8
2009,Freixo de Espada à Cinta,Município,45-54,,, pessoas,,48.8
2009,Freixo de Espada à Cinta,Município,55 ou mais anos,,, pessoas,,21.4
2009,Freixo de Espada à Cinta,Município,Menos de 25 anos,,, pessoas,,38.6
2009,Freixo de Espada à Cinta,Município,Total,,, pessoas,,208.1
2009,Fronteira,Município,25-34,,, pessoas,,47.5
2009,Fronteira,Município,35-44,,, pessoas,,25.8
2009,Fronteira,Município,45-54,,, pessoas,,40.8
2009,Fronteira,Município,55 ou mais anos,,, pessoas,,42.5
2009,Fronteira,Município,Menos de 25 anos,,, pessoas,,24.0
2009,Fronteira,Município,Total,,, pessoas,,180.6
2009,Funchal,Município,25-34,,, pessoas,x,
2009,Funchal,Município,35-44,,, pessoas,x,
2009,Funchal,Município,45-54,,, pessoas,x,
2009,Funchal,Município,55 ou mais anos,,, pessoas,x,
2009,Funchal,Município,Menos de 25 anos,,, pessoas,x,
2009,Funchal,Município,Total,,, pessoas,x,
2009,Fundão,Município,25-34,,, pessoas,,343.5
2009,Fundão,Município,35-44,,, pessoas,,266.8
2009,Fundão,Município,45-54,,, pessoas,,367.2
2009,Fundão,Município,55 ou mais anos,,, pessoas,,260.8
2009,Fundão,Município,Menos de 25 anos,,, pessoas,,217.3
2009,Fundão,Município,Total,,, pessoas,,1455.5
2009,Gavião,Município,25-34,,, pessoas,,44.7
2009,Gavião,Município,35-44,,, pessoas,,32.3
2009,Gavião,Município,45-54,,, pessoas,,39.3
2009,Gavião,Município,55 ou mais anos,,, pessoas,,27.4
2009,Gavião,Município,Menos de 25 anos,,, pessoas,,25.7
2009,Gavião,Município,Total,,, pessoas,,169.4
2009,Góis,Município,25-34,,, pessoas,,31.0
2009,Góis,Município,35-44,,, pessoas,,25.0
2009,Góis,Município,45-54,,, pessoas,,30.5
2009,Góis,Município,55 ou mais anos,,, pessoas,,27.1
2009,Góis,Município,Menos de 25 anos,,, pessoas,,24.4
2009,Góis,Município,Total,,, pessoas,,138.0
2009,Golegã,Município,25-34,,, pessoas,,45.7
2009,Golegã,Município,35-44,,, pessoas,,52.3
2009,Golegã,Município,45-54,,, pessoas,,32.8
2009,Golegã,Município,55 ou mais anos,,, pessoas,,31.3
2009,Golegã,Município,Menos de 25 anos,,, pessoas,,31.3
2009,Golegã,Município,Total,,, pessoas,,193.3
2009,Gondomar,Município,25-34,,, pessoas,,2342.6
2009,Gondomar,Município,35-44,,, pessoas,,2608.3
2009,Gondomar,Município,45-54,,, pessoas,,2828.3
2009,Gondomar,Município,55 ou mais anos,,, pessoas,,1787.2
2009,Gondomar,Município,Menos de 25 anos,,, pessoas,,1345.1
2009,Gondomar,Município,Total,,, pessoas,,10911.5
2009,Gouveia,Município,25-34,,, pessoas,,149.8
2009,Gouveia,Município,35-44,,, pessoas,,145.3
2009,Gouveia,Município,45-54,,, pessoas,,208.8
2009,Gouveia,Município,55 ou mais anos,,, pessoas,,217.1
2009,Gouveia,Município,Menos de 25 anos,,, pessoas,,108.9
2009,Gouveia,Município,Total,,, pessoas,,829.8
2009,Grândola,Município,25-34,,, pessoas,,92.3
2009,Grândola,Município,35-44,,, pessoas,,63.3
2009,Grândola,Município,45-54,,, pessoas,,72.0
2009,Grândola,Município,55 ou mais anos,,, pessoas,,53.6
2009,Grândola,Município,Menos de 25 anos,,, pessoas,,54.8
2009,Grândola,Município,Total,,, pessoas,,336.0
2009,Guarda,Município,25-34,,, pessoas,,440.8
2009,Guarda,Município,35-44,,, pessoas,,342.6
2009,Guarda,Município,45-54,,, pessoas,,420.3
2009,Guarda,Município,55 ou mais anos,,, pessoas,,344.0
2009,Guarda,Município,Menos de 25 anos,,, pessoas,,256.5
2009,Guarda,Município,Total,,, pessoas,,1804.1
2009,Guimarães,Município,25-34,,, pessoas,,2052.5
2009,Guimarães,Município,35-44,,, pessoas,,2426.8
2009,Guimarães,Município,45-54,,, pessoas,,3544.9
2009,Guimarães,Município,55 ou mais anos,,, pessoas,,3008.5
2009,Guimarães,Município,Menos de 25 anos,,, pessoas,,1447.1
2009,Guimarães,Município,Total,,, pessoas,,12479.8
2009,Horta,Município,25-34,,, pessoas,x,
2009,Horta,Município,35-44,,, pessoas,x,
2009,Horta,Município,45-54,,, pessoas,x,
2009,Horta,Município,55 ou mais anos,,, pessoas,x,
2009,Horta,Município,Menos de 25 anos,,, pessoas,x,
2009,Horta,Município,Total,,, pessoas,x,
2009,Idanha-a-Nova,Município,25-34,,, pessoas,,77.5
2009,Idanha-a-Nova,Município,35-44,,, pessoas,,63.3
2009,Idanha-a-Nova,Município,45-54,,, pessoas,,66.0
2009,Idanha-a-Nova,Município,55 ou mais anos,,, pessoas,,70.7
2009,Idanha-a-Nova,Município,Menos de 25 anos,,, pessoas,,38.6
